나이,BM지수등급,성별,추천운동명
60대,정상,남자,엉덩이 스트레칭
60대,정상,남자,전신 루틴 스트레칭
60대,정상,남자,상지 루틴 스트레칭
60대,정상,남자,누워서 엉덩이 들어올리기
60대,정상,남자,한발 앞으로 내밀고 앉았다 일어서기
60대,정상,남자,수영
60대,정상,남자,앉았다 일어서기
60대,정상,남자,달리기
60대,정상,남자,폼롤러 이용 유연성운동 루틴 프로그램
60대,정상,남자,앉아서 밴드 잡고 몸통 돌리기
60대,정상,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,정상,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,정상,남자,유산소 운동 전 동적 루틴 스트레칭
60대,정상,남자,목 스트레칭
60대,정상,남자,엉덩이 스트레칭
60대,정상,남자,하지 루틴 스트레칭2
60대,정상,남자,전신 루틴 스트레칭
60대,정상,남자,상지 루틴 스트레칭
60대,정상,남자,앉았다 일어서기
60대,정상,남자,몸통 들어올리기
60대,정상,남자,밴드 잡고 누워서 다리 밀기
60대,정상,남자,목봉잡고 앉았다 일어나기
60대,정상,남자,달리기
60대,정상,남자,앉아서 밴드 잡고 몸통 돌리기
60대,정상,남자,상지 루틴 스트레칭
60대,정상,남자,하지 루틴 스트레칭1
60대,정상,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,정상,남자,유산소 운동 전 동적 루틴 스트레칭
60대,정상,여자,몸통 들어올리기
60대,정상,여자,전신 루틴 스트레칭
60대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
60대,정상,여자,유산소 운동 전 동적 루틴 스트레칭
60대,정상,여자,자가근막이완술 루틴 스트레칭
60대,정상,여자,상지 루틴 스트레칭
60대,정상,여자,엉덩이 스트레칭
60대,정상,여자,목 스트레칭
60대,정상,여자,전신 루틴 스트레칭
60대,정상,여자,네발기기 자세에서 다리 위로 뻗어올리기
60대,정상,여자,네발기기 자세로 팔 다리 들기
60대,정상,여자,트레드밀에서 걷기
60대,정상,여자,실내 자전거타기
60대,정상,여자,달리기
60대,정상,여자,탄력밴드 어깨 가쪽 돌림
60대,정상,여자,유산소 운동 전 동적 루틴 스트레칭
60대,정상,여자,짐볼을 이용한 동적 루틴 스트레칭
60대,정상,여자,작은 공을 이용한 동적 루틴 스트레칭
60대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
60대,정상,여자,밴드 잡고 누워서 다리 밀기
60대,정상,여자,목봉잡고 앉았다 일어나기
60대,정상,여자,몸통 들어올리기
60대,정상,여자,덤벨 잡고 앉았다 일어서기
60대,정상,여자,바벨 잡고 들어올리기
60대,정상,여자,덤벨 잡고 뒤꿈치 들기
60대,정상,여자,짐볼에서 몸통 돌리기
60대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
60대,정상,여자,어깨 스트레칭
60대,정상,남자,목 스트레칭
60대,정상,남자,하지 루틴 스트레칭1
60대,저체중,여자,작은 공을 이용한 동적 루틴 스트레칭
60대,저체중,남자,탄력밴드 어깨 가쪽 돌림
60대,저체중,남자,수영
60대,저체중,남자,트레드밀에서 걷기
60대,저체중,남자,실내 자전거타기
60대,저체중,남자,누워서 엉덩이 들어올리기
60대,저체중,남자,목 스트레칭
60대,저체중,남자,엉덩이 스트레칭
60대,저체중,남자,상지 루틴 스트레칭
60대,저체중,남자,전신 루틴 스트레칭
60대,저체중,남자,하지 루틴 스트레칭1
60대,비만전단계비만,남자,전신 루틴 스트레칭
60대,1단계비만,여자,목 스트레칭
60대,1단계비만,여자,전신 루틴 스트레칭
60대,1단계비만,여자,하지 루틴 스트레칭1
60대,1단계비만,여자,상지 루틴 스트레칭
60대,2단계비만,여자,옆구리늘리기
60대,2단계비만,여자,탄력밴드 어깨 가쪽 돌림
60대,2단계비만,여자,가슴 어깨 펴기
60대,2단계비만,여자,누워서 배가로근 수축 II
60대,2단계비만,여자,네발기기 자세에서 다리 위로 뻗어올리기
60대,2단계비만,여자,네발기기 자세로 팔 다리 들기
60대,2단계비만,여자,실내 자전거타기
60대,2단계비만,여자,트레드밀에서 걷기
60대,2단계비만,여자,목 스트레칭
60대,2단계비만,여자,엉덩이 스트레칭
60대,3단계비만,남자,목 스트레칭
60대,3단계비만,남자,상지 루틴 스트레칭
60대,3단계비만,남자,전신 루틴 스트레칭
60대,3단계비만,남자,하지 루틴 스트레칭1
60대,3단계비만,여자,조깅
60대,3단계비만,여자,실내 자전거타기
60대,3단계비만,여자,트레드밀에서 걷기
60대,3단계비만,여자,엉덩이 스트레칭
60대,3단계비만,여자,목 스트레칭
60대,정상,여자,양팔 벌려 전신 비틀기
60대,정상,여자,팔꿈치 맞닿아 원그리기
60대,정상,여자,깍지 끼고 상체 숙이기
60대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
60대,정상,여자,밴드 걸고 옆으로 누워 다리 올리기
60대,정상,여자,밴드 걸고 누워서 다리 들어올리기
60대,정상,여자,몸통 들어올리기
60대,정상,여자,짐볼에서 윗몸 일으키기
60대,정상,여자,밴드 걸고 앉아서 발등 굽힘
60대,정상,여자,넙다리 뒤쪽 스트레칭
60대,정상,여자,옆구리 스트레칭
60대,정상,여자,목 스트레칭
60대,정상,여자,등/어깨 뒤쪽 스트레칭
60대,정상,여자,엉덩이 스트레칭2
60대,정상,남자,유산소 운동 전 동적 루틴 스트레칭
60대,정상,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,정상,남자,전신 루틴 스트레칭
60대,정상,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,정상,남자,수영
60대,정상,남자,달리기
60대,정상,남자,수영
60대,정상,남자,엎드려 버티기
60대,정상,남자,줄넘기
60대,정상,남자,앉았다 일어서기
60대,정상,남자,하지 루틴 스트레칭1
60대,정상,남자,상지 루틴 스트레칭
60대,정상,남자,트레드밀에서 걷기
60대,정상,남자,누워서 전신 뻗기
60대,정상,남자,전신 루틴 스트레칭
60대,저체중,여자,어깨 스트레칭
60대,저체중,여자,팔꿈치 맞닿아 원그리기
60대,저체중,여자,양팔 벌려 전신 비틀기
60대,저체중,여자,깍지 끼고 상체 숙이기
60대,저체중,여자,몸통 들어올리기
60대,저체중,여자,밴드 걸고 앉아서 발등 굽힘
60대,저체중,여자,몸통 들어올리기
60대,저체중,여자,짐볼에서 윗몸 일으키기
60대,저체중,여자,밴드 걸고 누워서 다리 들어올리기
60대,저체중,여자,밴드 걸고 옆으로 누워 다리 올리기
60대,저체중,여자,넙다리 뒤쪽 스트레칭
60대,저체중,여자,옆구리 스트레칭
60대,저체중,여자,등/어깨 뒤쪽 스트레칭
60대,저체중,여자,목 스트레칭
60대,저체중,여자,엉덩이 스트레칭2
60대,저체중,남자,등/어깨 뒤쪽 스트레칭
60대,저체중,남자,트레드밀에서 걷기
60대,저체중,남자,가슴/어깨 앞쪽 스트레칭
60대,저체중,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,저체중,남자,목 스트레칭
60대,저체중,남자,실내 자전거타기
60대,저체중,남자,트레드밀에서 걷기
60대,저체중,남자,줄넘기
60대,저체중,남자,달리기
60대,저체중,남자,하지 루틴 스트레칭1
60대,저체중,남자,트레드밀에서 걷기
60대,저체중,남자,누워서 전신 뻗기
60대,저체중,남자,상지 루틴 스트레칭
60대,저체중,남자,엉덩이 스트레칭
60대,비만전단계비만,여자,양팔 벌려 전신 비틀기
60대,비만전단계비만,여자,어깨 스트레칭
60대,비만전단계비만,여자,팔꿈치 맞닿아 원그리기
60대,비만전단계비만,여자,깍지 끼고 상체 숙이기
60대,비만전단계비만,여자,몸통 들어올리기
60대,비만전단계비만,여자,계단 올라갔다 내려오기
60대,비만전단계비만,여자,계단 뛰어 오르기
60대,비만전단계비만,여자,몸통 들어올리기
60대,비만전단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
60대,비만전단계비만,여자,짐볼에서 윗몸 일으키기
60대,비만전단계비만,여자,넙다리 뒤쪽 스트레칭
60대,비만전단계비만,여자,목 스트레칭
60대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
60대,비만전단계비만,여자,엉덩이 스트레칭2
60대,비만전단계비만,여자,옆구리 스트레칭
60대,비만전단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,비만전단계비만,남자,허리 스트레칭
60대,비만전단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,비만전단계비만,남자,수영
60대,비만전단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
60대,비만전단계비만,남자,계단 올라갔다 내려오기
60대,비만전단계비만,남자,수영
60대,비만전단계비만,남자,트레드밀에서 걷기
60대,비만전단계비만,남자,실내 자전거타기
60대,비만전단계비만,남자,달리기
60대,비만전단계비만,남자,하지 루틴 스트레칭1
60대,비만전단계비만,남자,트레드밀에서 걷기
60대,비만전단계비만,남자,누워서 전신 뻗기
60대,비만전단계비만,남자,상지 루틴 스트레칭
60대,비만전단계비만,남자,목 스트레칭
60대,1단계비만,여자,어깨 스트레칭
60대,1단계비만,여자,양팔 벌려 전신 비틀기
60대,1단계비만,여자,팔꿈치 맞닿아 원그리기
60대,1단계비만,여자,깍지 끼고 상체 숙이기
60대,1단계비만,여자,작은 공을 이용한 동적 루틴 스트레칭
60대,1단계비만,여자,의자 앞에서 앉았다 일어서기
60대,1단계비만,여자,몸통 들어올리기
60대,1단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
60대,1단계비만,여자,밴드 걸고 누워서 다리 들어올리기
60대,1단계비만,여자,밴드 걸고 앉아서 발등 굽힘
60대,1단계비만,여자,하지 루틴 스트레칭1
60대,1단계비만,여자,넙다리 뒤쪽 스트레칭
60대,1단계비만,여자,옆구리 스트레칭
60대,1단계비만,여자,엉덩이 스트레칭2
60대,1단계비만,여자,목 스트레칭
60대,1단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
60대,1단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,1단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,1단계비만,남자,수영
60대,1단계비만,남자,전신 루틴 스트레칭
60대,1단계비만,남자,수영
60대,1단계비만,남자,트레드밀에서 걷기
60대,1단계비만,남자,실내 자전거타기
60대,1단계비만,남자,엎드려 버티기
60대,1단계비만,남자,달리기
60대,1단계비만,남자,하지 루틴 스트레칭1
60대,1단계비만,남자,상지 루틴 스트레칭
60대,1단계비만,남자,트레드밀에서 걷기
60대,1단계비만,남자,누워서 전신 뻗기
60대,1단계비만,남자,목 스트레칭
60대,2단계비만,여자,팔꿈치 맞닿아 원그리기
60대,2단계비만,여자,깍지 끼고 상체 숙이기
60대,2단계비만,여자,어깨 스트레칭
60대,2단계비만,여자,양팔 벌려 전신 비틀기
60대,2단계비만,여자,작은 공을 이용한 동적 루틴 스트레칭
60대,2단계비만,여자,몸통 들어올리기
60대,2단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
60대,2단계비만,여자,밴드 걸고 누워서 다리 들어올리기
60대,2단계비만,여자,짐볼에서 윗몸 일으키기
60대,2단계비만,여자,밴드 걸고 앉아서 발등 굽힘
60대,2단계비만,여자,등/어깨 뒤쪽 스트레칭
60대,2단계비만,여자,엉덩이 스트레칭2
60대,2단계비만,여자,옆구리 스트레칭
60대,2단계비만,여자,목 스트레칭
60대,2단계비만,여자,넙다리 뒤쪽 스트레칭
60대,2단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,2단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,2단계비만,남자,수영
60대,2단계비만,남자,하지 루틴 스트레칭1
60대,2단계비만,남자,상지 루틴 스트레칭
60대,2단계비만,남자,수영
60대,2단계비만,남자,실내 자전거타기
60대,2단계비만,남자,트레드밀에서 걷기
60대,2단계비만,남자,줄넘기
60대,2단계비만,남자,누워서 하늘 자전거
60대,2단계비만,남자,하지 루틴 스트레칭1
60대,2단계비만,남자,트레드밀에서 걷기
60대,2단계비만,남자,누워서 전신 뻗기
60대,2단계비만,남자,목 스트레칭
60대,2단계비만,남자,엉덩이 스트레칭
60대,3단계비만,여자,깍지 끼고 상체 숙이기
60대,3단계비만,여자,어깨 스트레칭
60대,3단계비만,여자,양팔 벌려 전신 비틀기
60대,3단계비만,여자,팔꿈치 맞닿아 원그리기
60대,3단계비만,여자,작은 공을 이용한 동적 루틴 스트레칭
60대,3단계비만,여자,밴드 걸고 누워서 다리 들어올리기
60대,3단계비만,여자,몸통 들어올리기
60대,3단계비만,여자,밴드 걸고 앉아서 발등 굽힘
60대,3단계비만,여자,짐볼에서 윗몸 일으키기
60대,3단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
60대,3단계비만,여자,넙다리 뒤쪽 스트레칭
60대,3단계비만,여자,목 스트레칭
60대,3단계비만,여자,등/어깨 뒤쪽 스트레칭
60대,3단계비만,여자,옆구리 스트레칭
60대,3단계비만,여자,엉덩이 스트레칭2
60대,3단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,3단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,3단계비만,남자,수영
60대,3단계비만,남자,하지 루틴 스트레칭1
60대,3단계비만,남자,상지 루틴 스트레칭
60대,3단계비만,남자,수영
60대,3단계비만,남자,트레드밀에서 걷기
60대,3단계비만,남자,실내 자전거타기
60대,3단계비만,남자,줄넘기
60대,3단계비만,남자,아쿠아로빅
60대,3단계비만,남자,하지 루틴 스트레칭1
60대,3단계비만,남자,트레드밀에서 걷기
60대,3단계비만,남자,누워서 전신 뻗기
60대,3단계비만,남자,엉덩이 스트레칭
60대,3단계비만,남자,목 스트레칭
60대,정상,여자,작은 공을 이용한 동적 루틴 스트레칭
60대,정상,여자,달리기
60대,정상,여자,앉았다 일어서기
60대,정상,여자,엎드려 버티기
60대,정상,여자,볼 튕기면서 스쿼트
60대,정상,여자,팔굽혀 펴기
60대,정상,여자,하지 루틴 스트레칭2
60대,저체중,남자,상지 루틴 스트레칭
60대,저체중,남자,엉덩이 스트레칭
60대,저체중,남자,목 스트레칭
60대,저체중,남자,하지 루틴 스트레칭1
60대,비만전단계비만,여자,몸통 들어올리기
60대,정상,여자,벽에서 팔굽혀 펴기
60대,정상,여자,몸 앞으로 굽히기
60대,정상,여자,짐볼 앉기 평형성 운동 루틴 프로그램
60대,정상,여자,무릎굽혀 원 그리기
60대,정상,여자,전신 루틴 스트레칭
60대,정상,여자,공에 엎드려서 상체 들어올리기
60대,정상,여자,엎드려 양팔 및 다리 들어올리기
60대,저체중,여자,메디신볼 운동  루틴프로그램
60대,저체중,여자,전진 점프하며 발 뒤꿈치 찍기
60대,저체중,남자,트레드밀에서 걷기
60대,저체중,남자,가슴/어깨 앞쪽 스트레칭
60대,저체중,남자,등/어깨 뒤쪽 스트레칭
60대,저체중,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,비만전단계비만,여자,깍지끼고 목 들어올리기
60대,비만전단계비만,여자,몸통 들어올리기
60대,비만전단계비만,여자,볼 튕기면서 스쿼트
60대,비만전단계비만,여자,목봉잡고 앉았다 일어나기
60대,비만전단계비만,여자,밴드 잡고 누워서 다리 밀기
60대,비만전단계비만,여자,벽에서 팔굽혀 펴기
60대,비만전단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
60대,비만전단계비만,여자,무릎굽혀 원 그리기
60대,비만전단계비만,여자,누워 발목 당겨주기
60대,비만전단계비만,여자,서서 발목 뒤로 당기기
60대,비만전단계비만,여자,콘운동  루틴프로그램
60대,비만전단계비만,남자,전신 루틴 스트레칭
60대,2단계비만,여자,누워 다리 들어올리기
60대,2단계비만,여자,메디신 볼 잡고 팔굽혀펴기
60대,2단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,2단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,2단계비만,남자,무릎굽혀 원 그리기
60대,2단계비만,남자,목 돌리기
60대,2단계비만,남자,하지 루틴 스트레칭1
60대,2단계비만,남자,밴드 잡고 누워서 다리 밀기
60대,2단계비만,남자,목봉잡고 앉았다 일어나기
60대,2단계비만,남자,몸통 들어올리기
60대,2단계비만,남자,앉아서 다리 굽히기
60대,2단계비만,남자,앉아서 다리 밀기
60대,2단계비만,남자,목 스트레칭
60대,2단계비만,남자,엉덩이 스트레칭
60대,2단계비만,남자,상지 루틴 스트레칭
60대,3단계비만,여자,관절염을 위한 근력운동2
60대,3단계비만,여자,의자 이용하기
60대,비만전단계비만,남자,하지 루틴 스트레칭1
60대,비만전단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
60대,비만전단계비만,남자,목 스트레칭
60대,비만전단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,비만전단계비만,남자,허리 스트레칭
60대,비만전단계비만,남자,전신 루틴 스트레칭
60대,비만전단계비만,남자,달리기
60대,비만전단계비만,남자,엎드려 버티기
60대,비만전단계비만,남자,앉았다 일어서기
60대,비만전단계비만,남자,윗몸올리기
60대,비만전단계비만,남자,팔굽혀 펴기
60대,비만전단계비만,남자,하지 루틴 스트레칭2
60대,비만전단계비만,남자,상지 루틴 스트레칭
60대,2단계비만,여자,엉덩이 스트레칭
60대,2단계비만,여자,목 스트레칭
60대,2단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
60대,2단계비만,여자,상지 루틴 스트레칭
60대,2단계비만,여자,무릎굽혀 원 그리기
60대,3단계비만,여자,짐볼을 이용한 동적 루틴 스트레칭
60대,3단계비만,여자,깍지 끼고 상체 숙이기
60대,3단계비만,여자,팔꿈치 맞닿아 원그리기
60대,3단계비만,여자,어깨 스트레칭
60대,3단계비만,여자,팔굽혀 펴기
60대,3단계비만,여자,버피 테스트
60대,3단계비만,남자,목봉잡고 앉았다 일어나기
60대,3단계비만,남자,몸통 들어올리기
60대,3단계비만,남자,누워서 팔 다리 동시에 들어올리기
60대,3단계비만,남자,누워서 밀기
60대,3단계비만,남자,엉덩이 스트레칭
60대,3단계비만,남자,목 스트레칭
60대,3단계비만,남자,상지 루틴 스트레칭
60대,3단계비만,남자,전신 루틴 스트레칭
60대,3단계비만,남자,아래 팔 스트레칭
60대,3단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,3단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,3단계비만,남자,탄력밴드 어깨 가쪽 돌림
60대,3단계비만,남자,옆구리늘리기
60대,3단계비만,남자,폼롤러 이용 유연성운동 루틴 프로그램
60대,3단계비만,남자,수영
60대,3단계비만,남자,실내 자전거타기
60대,3단계비만,남자,트레드밀에서 걷기
60대,3단계비만,남자,엎드려서 팔 다리 들기
60대,3단계비만,남자,엉덩이 스트레칭
60대,3단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
60대,3단계비만,여자,상지 루틴 스트레칭
60대,3단계비만,여자,무릎굽혀 원 그리기
60대,3단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
60대,3단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
60대,3단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
60대,3단계비만,남자,상지 루틴 스트레칭
60대,3단계비만,남자,하지 루틴 스트레칭1
60대,3단계비만,남자,달리기
60대,3단계비만,남자,팔굽혀 펴기
60대,3단계비만,남자,엎드려 버티기
60대,3단계비만,남자,수영
60대,3단계비만,남자,앉았다 일어서기
60대,3단계비만,남자,하지 루틴 스트레칭2
60대,3단계비만,남자,상지 루틴 스트레칭
60대,3단계비만,남자,엉덩이 스트레칭
60대,3단계비만,남자,목 스트레칭
60대,3단계비만,남자,전신 루틴 스트레칭
70대 이상,3단계비만,남자,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,3단계비만,남자,밴드 걸고 앉아서 발등 굽힘
70대 이상,3단계비만,남자,몸통 들어올리기
70대 이상,3단계비만,남자,밴드 걸고 누워서 다리 들어올리기
70대 이상,3단계비만,남자,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,남자,엉덩이 스트레칭2
70대 이상,3단계비만,남자,등/어깨 뒤쪽 스트레칭
70대 이상,3단계비만,남자,목 스트레칭
70대 이상,3단계비만,남자,옆구리 스트레칭
70대 이상,저체중,남자,넙다리 뒤쪽 스트레칭
70대 이상,저체중,남자,밴드 걸고 앉아서 발등 굽힘
70대 이상,저체중,남자,짐볼에서 윗몸 일으키기
70대 이상,저체중,남자,밴드 걸고 누워서 다리 들어올리기
70대 이상,저체중,남자,몸통 들어올리기
70대 이상,저체중,남자,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,저체중,남자,팔꿈치 맞닿아 원그리기
70대 이상,저체중,남자,깍지 끼고 상체 숙이기
70대 이상,저체중,남자,양팔 벌려 전신 비틀기
70대 이상,저체중,남자,어깨 스트레칭
70대 이상,저체중,남자,등/어깨 뒤쪽 스트레칭
70대 이상,저체중,여자,목 스트레칭
70대 이상,저체중,여자,등/어깨 뒤쪽 스트레칭
70대 이상,저체중,여자,엉덩이 스트레칭2
70대 이상,저체중,여자,옆구리 스트레칭
70대 이상,저체중,여자,넙다리 뒤쪽 스트레칭
70대 이상,저체중,여자,밴드 걸고 누워서 다리 들어올리기
70대 이상,저체중,여자,몸통 들어올리기
70대 이상,저체중,여자,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,저체중,여자,밴드 걸고 앉아서 발등 굽힘
70대 이상,저체중,여자,짐볼에서 윗몸 일으키기
70대 이상,저체중,여자,몸통 들어올리기
70대 이상,저체중,여자,팔꿈치 맞닿아 원그리기
70대 이상,저체중,여자,어깨 스트레칭
70대 이상,저체중,여자,깍지 끼고 상체 숙이기
70대 이상,저체중,여자,양팔 벌려 전신 비틀기
70대 이상,정상,남자,목 스트레칭
70대 이상,정상,남자,엉덩이 스트레칭2
70대 이상,정상,남자,옆구리 스트레칭
70대 이상,정상,남자,등/어깨 뒤쪽 스트레칭
70대 이상,비만전단계비만,여자,옆구리 스트레칭
70대 이상,정상,남자,넙다리 뒤쪽 스트레칭
70대 이상,정상,남자,밴드 걸고 앉아서 발등 굽힘
70대 이상,정상,남자,밴드 걸고 누워서 다리 들어올리기
70대 이상,정상,남자,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,정상,남자,줄넘기
70대 이상,정상,남자,엎드려 버티기
70대 이상,정상,남자,유산소 운동 전 동적 루틴 스트레칭
70대 이상,정상,남자,어깨 스트레칭
70대 이상,정상,남자,팔꿈치 맞닿아 원그리기
70대 이상,정상,남자,양팔 벌려 전신 비틀기
70대 이상,정상,남자,깍지 끼고 상체 숙이기
70대 이상,정상,여자,목 스트레칭
70대 이상,정상,여자,옆구리 스트레칭
70대 이상,정상,여자,엉덩이 스트레칭2
70대 이상,정상,여자,등/어깨 뒤쪽 스트레칭
70대 이상,정상,여자,넙다리 뒤쪽 스트레칭
70대 이상,정상,여자,밴드 걸고 앉아서 발등 굽힘
70대 이상,정상,여자,밴드 걸고 누워서 다리 들어올리기
70대 이상,정상,여자,몸통 들어올리기
70대 이상,정상,여자,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,정상,여자,짐볼에서 윗몸 일으키기
70대 이상,정상,여자,앉아서 밴드 잡고 몸통 돌리기
70대 이상,정상,여자,양팔 벌려 전신 비틀기
70대 이상,정상,여자,깍지 끼고 상체 숙이기
70대 이상,정상,여자,팔꿈치 맞닿아 원그리기
70대 이상,정상,여자,어깨 스트레칭
70대 이상,비만전단계비만,여자,무릎굽혀 원 그리기
70대 이상,비만전단계비만,여자,상지 루틴 스트레칭
70대 이상,저체중,남자,엎드려 버티기
70대 이상,저체중,남자,앉았다 일어서기
70대 이상,저체중,남자,바벨 끌어당기기
70대 이상,저체중,남자,한발 앞으로 내밀고 앉았다 일어서기
70대 이상,저체중,남자,유산소 운동 전 동적 루틴 스트레칭
70대 이상,저체중,남자,트레드밀에서 걷기
70대 이상,저체중,남자,가슴/어깨 앞쪽 스트레칭
70대 이상,3단계비만,남자,전신 루틴 스트레칭
70대 이상,2단계비만,여자,등/어깨 뒤쪽 스트레칭
70대 이상,2단계비만,여자,넙다리 뒤쪽 스트레칭
70대 이상,2단계비만,여자,옆구리 스트레칭
70대 이상,2단계비만,여자,목 스트레칭
70대 이상,2단계비만,여자,엉덩이 스트레칭2
70대 이상,2단계비만,여자,누워서 다리 들어올리기
70대 이상,2단계비만,여자,벽에서 팔굽혀 펴기
70대 이상,2단계비만,여자,누워서 배가로근 수축 II
70대 이상,2단계비만,여자,네발기기 자세로 팔 다리 들기
70대 이상,2단계비만,여자,네발기기 자세에서 다리 위로 뻗어올리기
70대 이상,1단계비만,남자,옆구리늘리기
70대 이상,비만전단계비만,남자,전신 루틴 스트레칭
70대 이상,비만전단계비만,남자,상지 루틴 스트레칭
70대 이상,비만전단계비만,남자,엉덩이 스트레칭
70대 이상,비만전단계비만,남자,목 스트레칭
70대 이상,비만전단계비만,남자,조깅
70대 이상,비만전단계비만,남자,전신 루틴 스트레칭
70대 이상,비만전단계비만,남자,하지 루틴 스트레칭1
70대 이상,비만전단계비만,남자,등/어깨 뒤쪽 스트레칭
70대 이상,정상,남자,전신 루틴 스트레칭
70대 이상,정상,남자,상지 루틴 스트레칭
70대 이상,정상,남자,한발 앞으로 내밀고 앉았다 일어서기
70대 이상,정상,남자,누워서 엉덩이 들어올리기
70대 이상,정상,남자,엎드려 버티기
70대 이상,정상,남자,앉았다 일어서기
70대 이상,정상,남자,달리기
70대 이상,정상,남자,탄력밴드 어깨 가쪽 돌림
70대 이상,정상,남자,옆구리늘리기
70대 이상,정상,남자,짐볼을 이용한 동적 루틴 스트레칭
70대 이상,정상,남자,앉아서 밴드 잡고 몸통 돌리기
70대 이상,3단계비만,남자,깍지 끼고 상체 숙이기
70대 이상,3단계비만,남자,목 스트레칭
70대 이상,3단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
70대 이상,3단계비만,남자,하지 루틴 스트레칭1
70대 이상,3단계비만,남자,상지 루틴 스트레칭
70대 이상,3단계비만,여자,목 스트레칭
70대 이상,3단계비만,여자,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,여자,옆구리 스트레칭
70대 이상,3단계비만,여자,등/어깨 뒤쪽 스트레칭
70대 이상,3단계비만,여자,엉덩이 스트레칭2
70대 이상,3단계비만,여자,밴드 걸고 앉아서 발등 굽힘
70대 이상,3단계비만,여자,짐볼에서 윗몸 일으키기
70대 이상,3단계비만,여자,몸통 들어올리기
70대 이상,3단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,3단계비만,남자,상지 루틴 스트레칭
70대 이상,3단계비만,남자,조깅
70대 이상,3단계비만,남자,목 스트레칭
70대 이상,3단계비만,남자,엉덩이 스트레칭
70대 이상,3단계비만,남자,누워서 엉덩이 들어올리기
70대 이상,3단계비만,남자,서서 상체 일으키기
70대 이상,3단계비만,남자,누워서 다리 들어올리기
70대 이상,3단계비만,남자,팔굽혀펴기
70대 이상,비만전단계비만,여자,넙다리 뒤쪽 스트레칭
70대 이상,비만전단계비만,여자,엉덩이 스트레칭2
70대 이상,비만전단계비만,여자,목 스트레칭
70대 이상,2단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,2단계비만,여자,등/어깨 뒤쪽 스트레칭
70대 이상,2단계비만,여자,엉덩이 스트레칭2
70대 이상,2단계비만,여자,목 스트레칭
70대 이상,2단계비만,여자,넙다리 뒤쪽 스트레칭
70대 이상,2단계비만,여자,옆구리 스트레칭
70대 이상,3단계비만,여자,몸통 들어올리기
70대 이상,3단계비만,여자,벽에서 팔굽혀 펴기
70대 이상,3단계비만,남자,팔굽혀 펴기
70대 이상,3단계비만,남자,엎드려 버티기
70대 이상,3단계비만,남자,윗몸올리기
70대 이상,3단계비만,남자,앉았다 일어서기
70대 이상,3단계비만,남자,줄넘기
70대 이상,3단계비만,남자,하지 루틴 스트레칭2
70대 이상,3단계비만,남자,상지 루틴 스트레칭
70대 이상,3단계비만,남자,등/어깨 뒤쪽 스트레칭
